ID,Name,Age,Nationality,Overall,Club,Value,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Position
255519,22 Lee Geon Hee,23,Korea Republic,50,GwangJu FC,90K,Right,1,3,2,High/ Medium,SUB
264154,S. Visentin,23,Argentina,56,Cittadella,300K,Right,1,2,2,Low/ Medium,SUB
258588,21 B. Rolt,18,England,50,Bohemian FC,120K,Right,1,2,2,High/ Low,RES
252466,21 D. Bouah,18,Italy,49,Roma,110K,Right,1,2,2,Medium/ Medium,RES
257187,22 A. Jones,19,England,51,Luton Town,130K,Right,1,2,2,Medium/ Medium,RES
254549,22 J. Woodiwiss,18,Wales,52,Newport County,160K,Right,1,3,2,Low/ High,RES
266480,22 Kang Ui Chan,20,Korea Republic,48,Gangwon FC,100K,Right,1,3,3,Medium/ Medium,RES
190745,M. Silvestri,31,Italy,79,Udinese Calcio,9.5M,Right,1,3,1,Medium/ Medium,GK
253740,21 J. Trew,20,Australia,51,Western Sydney Wanderers,130K,Right,1,2,2,Medium/ Medium,SUB
269028,Li Jiaheng,21,China PR,51,Guangzhou FC,120K,Right,1,3,2,Medium/ Medium,RES
267819,K. Moore,19,Republic of Ireland,54,UCD AFC,200K,Right,1,3,1,Medium/ Medium,SUB
252020,22 J. Cooper,20,Republic of Ireland,53,Rotherham United,210K,Right,1,2,2,Medium/ Medium,RES
188400,T. Kaminski,29,Belgium,73,Blackburn Rovers,2.3M,Right,1,3,1,Medium/ Medium,GK
271028,D. Tharme,22,England,53,Blackpool,200K,Right,1,2,2,Medium/ Medium,RES
203430,G. Ray,28,Wales,62,Barrow,350K,Right,1,2,2,Low/ High,RCB
206075,S. Johnstone,29,England,75,Crystal Palace,4.7M,Right,2,3,1,Medium/ Medium,SUB
269107,22 Huang Zhenfei,22,China PR,47,Shanghai Port FC,70K,Right,1,3,2,Medium/ Medium,RES
269789,R. Jansson,18,Finland,51,Kalmar FF,140K,Right,1,3,2,Medium/ Medium,SUB
269037,22 Wei Suowei,16,China PR,49,Guangzhou FC,100K,Right,1,1,2,Low/ Low,RES
193152,22 Herrerín,33,Spain,75,Al Raed,1.8M,Right,1,3,1,Medium/ Medium,GK
255503,21 Song Seung Joon,23,Korea Republic,50,Gangwon FC,100K,Right,1,2,2,Medium/ High,SUB
257900,21 S. Olberkis,23,Lithuania,53,Sligo Rovers,130K,Right,1,2,2,Medium/ Medium,SUB
255044,21 T. Penninkangas,27,Finland,55,Sligo Rovers,130K,Left,1,2,2,Medium/ Medium,SUB
255251,22 D. Bhagat,22,India,48,Hyderabad FC,100K,Left,1,3,2,Medium/ Medium,RES
253204,20 J. Woodcock,16,England,47,Lincoln City,50K,Right,1,3,2,Medium/ Medium,RES
216325,A. Gunn,26,England,72,Norwich City,2.5M,Right,1,3,1,Medium/ Medium,SUB
263795,22 Zhang Xiao,31,China PR,52,Chongqing Liangjiang Athletic,70K,Right,1,2,2,High/ Low,SUB
259217,22 S. Fernandes,22,India,48,SC East Bengal FC,100K,Left,1,2,2,Medium/ High,RES
264787,22 S. Singh,19,India,49,SC East Bengal FC,100K,Right,1,3,2,Medium/ Medium,RES
194911,"Adrián",35,Spain,72,Liverpool,250K,Right,2,2,1,Medium/ Medium,RES
264135,22 S. Kikuchi,17,Japan,53,Shimizu S-Pulse,200K,Right,1,3,2,Medium/ Medium,RES
259319,22 F. Parada,21,Uruguay,58,Club Atlético Rentistas,425K,Right,1,2,2,Low/ Medium,LCB
258368,21 O. Ozkara,19,Romania,52,FC Voluntari,160K,Right,1,2,2,Medium/ Medium,RES
258367,21 L. Hagiu,17,Romania,51,FC Voluntari,170K,Right,1,1,2,Medium/ Medium,RES
255848,21 Choi Hee Won,21,Korea Republic,52,Jeonbuk Hyundai Motors,170K,Left,1,3,2,Medium/ Medium,RES
261064,22 Shin Jung,19,Korea Republic,48,Daegu FC,110K,Right,1,3,2,Medium/ Medium,RES
207935,22 M. Dituro,34,Argentina,78,RC Celta de Vigo,2.4M,Right,1,3,1,Medium/ Medium,GK
268574,A. Tavčar,21,Slovenia,55,Ascoli,275K,Right,1,2,2,Medium/ Medium,RES
261973,V. Latinovich,24,Serbia,55,New York City FC,240K,Right,1,2,2,Low/ Medium,SUB
259510,21 M. Angiulli,25,Belgium,51,CSM Politehnica Iași,70K,Right,1,2,2,Medium/ Medium,SUB
255856,S. Mandi,20,India,47,Jamshedpur FC,100K,Left,1,3,2,Medium/ High,SUB
255279,20 Kim Ho Su,21,Korea Republic,47,Gyeongnam FC,40K,Right,1,3,2,Medium/ Medium,RES
263271,A. Emakhu,18,Republic of Ireland,50,Shamrock Rovers,150K,Right,1,3,2,Medium/ Medium,SUB
264145,22 G. O'Brien,18,Republic of Ireland,53,Bohemian FC,250K,Right,1,3,2,Medium/ Low,SUB
190243,M. Hitz,34,Switzerland,78,FC Basel 1893,2.4M,Right,2,3,1,Medium/ Medium,GK
258935,21 P. Oșan,20,Romania,53,AFC Hermannstadt,210K,Left,1,2,2,Medium/ Medium,RES
262247,22 M. Posmyk,19,Poland,53,Zagłębie Lubin,210K,Right,1,2,2,Medium/ Medium,RES
261311,21 V. Mothwa,29,South Africa,63,,0,Right,1,3,1,Medium/ Medium,SUB
234642,É. Mendy,30,Senegal,86,Chelsea,51M,Right,2,2,1,Medium/ Medium,GK
262070,21 Y. Kembo Diantela,18,France,57,Racing Club de Lens,325K,Left,1,2,2,Medium/ Medium,RES
256798,22 C. Vestergaard,20,Denmark,53,Odense Boldklub,210K,Right,1,3,2,Low/ Medium,SUB
270838,S. Joshy,20,India,50,Hyderabad FC,100K,Right,1,3,2,Medium/ Medium,RES
263374,22 B. Margetson,20,Wales,53,Swansea City,190K,Right,1,3,2,Medium/ Medium,RES
270899,N. Wagner,17,Germany,53,SC Freiburg II,220K,Right,1,3,2,Medium/ Medium,RES
211738,M. Flekken,29,Netherlands,80,Sport-Club Freiburg,16M,Right,1,4,1,Medium/ Medium,GK
253964,21 N. Pagden,19,Australia,51,Western Sydney Wanderers,130K,Left,1,2,2,Medium/ Medium,RES
255663,21 G. Duré,21,Paraguay,51,Club Nacional,120K,Right,1,2,2,Low/ High,RES
263199,22 J. Greaves,17,England,50,Rotherham United,130K,Right,1,3,2,Medium/ Medium,RES
253084,20 S. O'Halleron,18,England,51,Fleetwood Town,60K,Right,1,3,2,Medium/ Medium,RES
254242,20 N. Zaß,18,Germany,51,KFC Uerdingen 05,80K,Right,1,3,2,Medium/ Medium,RES
266790,22 Park Jae Hyun,17,Korea Republic,48,Daegu FC,100K,Right,1,3,2,Medium/ Medium,RES
268403,J. Skau,19,Norway,53,Odds BK,230K,Right,1,3,2,Medium/ Medium,SUB
254295,20 A. Dialo,19,Norway,52,FK Haugesund,110K,Right,1,2,2,Medium/ Medium,RES
222837,21 M. Zant,24,Germany,59,Türkgücü München,300K,Right,1,2,2,Medium/ Medium,SUB
209532,D. Bachmann,27,Austria,72,Watford,1.8M,Right,1,3,1,Medium/ Medium,GK
269024,22 Zeng Yaozhang,16,China PR,46,Guangzhou FC,100K,Right,1,1,2,Low/ Low,RES
269018,22 Yang Yang,19,China PR,47,Guangzhou City,100K,Right,1,3,2,Medium/ Medium,RES
269109,22 Zhang Huiyu,18,China PR,47,Shanghai Port FC,110K,Right,1,3,2,Medium/ Medium,RES
271251,H. Furayj,19,Saudi Arabia,52,Al Khaleej,180K,Right,1,3,2,Medium/ Medium,RES
184436,22 A. Smithies,31,England,71,Cardiff City,1M,Right,1,2,1,Medium/ Medium,SUB
172203,F. Forster,34,England,76,Tottenham Hotspur,1.3M,Right,2,5,1,Medium/ Medium,SUB
266788,Lee Won Woo,19,Korea Republic,51,Daegu FC,130K,Right,1,3,2,Medium/ High,SUB
203775,22 L. Karius,28,Germany,72,Liverpool,1.7M,Right,2,3,1,Medium/ Medium,RES
224987,I. Provedel,28,Italy,76,Lazio,6M,Right,1,2,1,Medium/ Medium,SUB
259042,21 J. Carreño,21,Ecuador,50,Delfín Sporting Club,110K,Right,1,2,2,Medium/ Medium,LS
258955,22 Huang Lei,18,China PR,48,Chongqing Liangjiang Athletic,110K,Right,1,2,2,Low/ Low,SUB
270900,A. Hoti,19,Kosovo,56,SC Freiburg II,325K,Right,1,3,2,Medium/ Medium,RES
214979,J. Musso,28,Argentina,81,Atalanta,20.5M,Right,1,3,1,Medium/ Medium,GK
260791,Kim Tae Yang,22,Korea Republic,51,Daegu FC,130K,Right,1,3,2,Medium/ Medium,RES
270616,H. Ozée,22,France,53,US Quevilly Rouen Métropole,200K,Right,1,2,2,Medium/ Medium,RES
263779,22 A. Żerkowski,17,Poland,53,Warta Poznań,200K,Right,1,2,2,Medium/ Medium,RES
255071,J. Gubbins,20,England,54,Queens Park Rangers,240K,Right,1,2,2,Medium/ Medium,RES
16254,20 T. Howard,40,United States,71,Colorado Rapids,240K,Right,3,3,1,Medium/ Medium,GK
257930,22 P. Kyum,20,China PR,47,Henan Songshan Longmen FC,70K,Right,1,2,2,Medium/ Low,RES
256381,21 H. Danielsson,20,Sweden,50,Varbergs BoIS FC,110K,Right,1,3,2,Medium/ Medium,SUB
261889,Ruan Qilong,21,China PR,51,Beijing Guoan FC,120K,Right,1,3,2,Medium/ Medium,RES
252882,20 S. Bennett,18,England,51,Cambridge United,60K,Right,1,3,2,Medium/ Medium,RES
256429,21 L. Hien,18,Sweden,50,Hammarby IF,120K,Right,1,3,3,Medium/ Medium,RES
264305,J. Carragher,19,England,53,Wigan Athletic,210K,Right,1,2,2,Medium/ Medium,RES
168435,S. Sirigu,35,Italy,78,,0,Right,3,2,1,Medium/ Medium,SUB
266786,22 Jeon Yong Jun,17,Korea Republic,49,Daegu FC,110K,Right,1,3,3,High/ Medium,RES
257897,22 N. Henchoz,19,Switzerland,51,Servette FC,130K,Right,1,3,2,Medium/ High,RES
204883,B. Samba,28,Congo,74,Racing Club de Lens,3.9M,Left,1,3,1,Medium/ Medium,GK
211348,S. Dimitrievski,28,North Macedonia,78,Rayo Vallecano,11M,Right,1,2,1,Medium/ Medium,SUB
270572,E. Tellgren,17,Sweden,51,IFK Norrköping,150K,Right,1,3,2,Medium/ Medium,RES
269605,D. Bauer,19,Germany,56,SV Wehen Wiesbaden,300K,Right,1,2,2,Medium/ Medium,SUB
269533,Li Yalun,21,China PR,49,Zhejiang Professional FC,80K,Right,1,3,2,Medium/ Medium,SUB
256511,21 J. Bodenham,20,Wales,52,Cardiff City,160K,Right,1,3,2,Medium/ Medium,RES
269479,Meng Junjie,21,China PR,50,Chengdu Rongcheng F.C.,100K,Right,1,3,2,Medium/ Medium,SUB
263345,22 P. Zimmermann,18,Germany,54,Viktoria Köln,230K,Right,1,2,2,Low/ Medium,RES
242656,I. Meslier,22,France,77,Leeds United,18.5M,Left,1,3,1,Medium/ Medium,GK
205659,A. Cragno,28,Italy,80,AC Monza,16.5M,Right,1,3,1,Medium/ Medium,SUB
142902,A. Pyatov,38,Ukraine,76,Shakhtar Donetsk,825K,Right,2,3,1,Medium/ Medium,SUB
263655,22 R. Nyakossi,17,Switzerland,54,Servette FC,250K,Right,1,3,2,Medium/ Medium,SUB
259934,22 E. Morales,17,United States,54,Atlanta United,325K,Right,1,2,2,High/ High,LCB
219754,Bruno Varela,27,Portugal,74,Vitória de Guimarães,3.9M,Right,1,2,1,Medium/ Medium,GK
254911,20 A. Volker,20,Chile,59,Unión Española,210K,Right,1,2,2,Medium/ Medium,SUB
253338,A. Pabón,26,Ecuador,67,Mushuc Runa,1M,Right,1,2,1,Medium/ Medium,GK
261669,22 A. McCabe,20,Republic of Ireland,50,Longford Town,90K,Right,1,2,2,Medium/ Medium,SUB
263067,22 D. Agbontohoma,19,England,53,Sheffield Wednesday,190K,Right,1,2,2,Medium/ Medium,RES
215502,B. Drągowski,24,Poland,75,Fiorentina,6M,Right,1,2,1,Medium/ Medium,SUB
253988,22 A. Chawan,22,India,49,SC East Bengal FC,100K,Right,1,2,2,Medium/ High,RES
269756,I. Aalberg,17,Norway,52,Kristiansund BK,240K,Left,1,2,2,Medium/ Medium,RES
257223,22 M. Winther,19,Denmark,52,SønderjyskE,180K,Right,1,3,2,Medium/ Medium,RES
252161,22 G. Forrest,21,England,54,Waterford FC,160K,Right,1,2,2,Medium/ Medium,SUB
266095,22 C. O'Riordan,17,Republic of Ireland,54,Crewe Alexandra,250K,Right,1,3,2,Medium/ Medium,RES
268915,22 Tian Yuda,19,China PR,52,Beijing Guoan FC,170K,Right,1,3,2,Medium/ Medium,RES
253639,21 É. Hermoza,30,Peru,60,Sport Huancayo,180K,Right,1,2,1,Medium/ Medium,SUB
270706,K. Cruise,18,Republic of Ireland,49,Shamrock Rovers,90K,Left,1,3,2,Medium/ Medium,SUB
257329,22 R. Rama,20,Albania,53,Nottingham Forest,210K,Right,1,2,2,Medium/ High,RES
259742,22 L. Meitei,24,India,50,SC East Bengal FC,60K,Right,1,2,2,Medium/ Medium,RES
270661,T. Ogundega,18,England,52,Sutton United,160K,Right,1,2,2,Medium/ Medium,SUB
256423,20 J. Hewitt,17,England,51,Reading,80K,Right,1,2,2,Medium/ Medium,RES
269114,22 Geng Xin,18,China PR,47,Shanghai Port FC,100K,Right,1,3,2,Medium/ Medium,RES
255922,21 M. Ahmadi,20,Sweden,52,Falkenbergs FF,160K,Right,1,2,2,Low/ Medium,SUB
262108,S. Bird,19,England,50,Fleetwood Town,90K,Right,1,2,2,Medium/ Medium,RES
265562,H. Minturn,18,England,52,Swindon Town,160K,Right,1,2,2,Medium/ Medium,RES
251562,B. Topalloj,21,Kosovo,55,Millwall,275K,Right,1,4,2,Medium/ High,SUB
255118,20 Y. Epitaux,18,Switzerland,53,Neuchâtel Xamax FCS,90K,Left,1,3,2,Medium/ Medium,RES
260079,M. Bruns,18,Germany,57,1. FC Union Berlin,400K,Right,1,2,2,Medium/ High,RES
111661,20 C. Kameni,35,Cameroon,73,,0,Right,2,3,1,Medium/ Medium,SUB
252971,21 M. Fowler,19,England,49,Fleetwood Town,110K,Right,1,3,2,Medium/ Medium,SUB
263187,T. Coman,20,Romania,53,CS Mioveni,230K,Right,1,2,2,Medium/ Low,RES
268278,L. Kugland,22,Germany,51,SV Meppen,130K,Left,1,3,2,Medium/ Medium,RES
270353,T. Monney,20,Switzerland,54,FC Luzern,220K,Right,1,3,2,Medium/ Medium,SUB
266498,22 Yang Si hoo,21,Korea Republic,51,Seongnam FC,110K,Right,1,3,2,Medium/ Medium,RES
253847,22 W. Aguerre,28,Uruguay,72,Gallos Blancos de Querétaro,2M,Right,1,1,1,Medium/ Medium,GK
263003,22 C. Bustamante,19,Chile,54,Club de Deportes Cobresal,240K,Right,1,2,2,Medium/ Medium,LB
262359,22 S. Fisher,19,Scotland,55,Dundee FC,275K,Right,1,2,2,Medium/ Medium,SUB
266628,C. Windust,21,Australia,54,Central Coast Mariners,230K,Right,1,2,2,Medium/ Medium,SUB
256274,21 L. Wyke,23,England,54,Atlanta United,150K,Right,1,2,2,Medium/ Medium,SUB
254540,21 S. Piccinini,17,Italy,52,U.S. Sassuolo Calcio,240K,Right,1,3,2,Medium/ Medium,RES
256663,21 J. Mejía,18,Colombia,50,Junior FC,110K,Right,1,2,2,Medium/ Medium,RES
253767,20 D. Bogdanov,17,Republic of Ireland,48,Shamrock Rovers,45K,Right,1,2,2,High/ Medium,SUB
254049,21 L. Nazareno,26,Ecuador,60,LDU Quito,275K,Right,1,2,1,Medium/ Medium,SUB
256835,22 S. Meher,20,India,48,Odisha FC,100K,Right,1,3,2,Medium/ Medium,SUB
269394,M. Fisher,18,England,51,Tranmere Rovers,110K,Right,1,3,2,Medium/ Low,RES
255549,22 Kang Sang Hee,23,Korea Republic,51,FC Seoul,120K,Right,1,3,2,Low/ High,SUB
270663,M. Ridley,21,England,53,Sutton United,140K,Right,1,2,2,Low/ Medium,SUB
223885,A. Nübel,25,Germany,78,AS Monaco,17.5M,Right,1,5,1,Medium/ Medium,GK
268967,Sun Hongwei,20,China PR,50,Hebei FC,100K,Right,1,3,2,Medium/ Medium,SUB
269129,Zhang Junye,20,China PR,47,Shenzhen FC,70K,Right,1,3,2,Medium/ Medium,RES
263850,22 P. Mercioiu,18,Romania,51,AFC UTA Arad,140K,Right,1,2,2,Low/ Low,SUB
261548,22 A. Nawab,19,India,48,Chennaiyin FC,100K,Right,1,3,2,Medium/ Medium,RES
270566,T. Maddad,21,Saudi Arabia,49,Al Batin,110K,Right,1,3,2,Medium/ Medium,SUB
223690,S. Rochet,29,Uruguay,78,Club Nacional de Football,11.5M,Right,1,3,1,Medium/ Medium,GK
254714,J. Espínola,27,Paraguay,71,Godoy Cruz,1.7M,Right,1,2,1,Medium/ Medium,SUB
259464,D. Devine,21,Scotland,53,Motherwell,220K,Right,1,2,2,Medium/ High,SUB
264003,22 M. DeShields,23,Trinidad and Tobago,55,D.C. United,250K,Right,1,2,2,Medium/ Medium,RES
271249,D. Moussadek,20,France,53,Le Havre AC,190K,Right,1,2,2,Medium/ Medium,RES
210385,Rui Silva,28,Portugal,80,Real Betis Balompié,18M,Right,1,3,1,Medium/ Medium,SUB
166764,T. Carson,34,Northern Ireland,65,St. Mirren,120K,Right,1,3,1,Medium/ Medium,GK
263304,E. Fernandez,20,England,53,Peterborough United,230K,Right,1,2,2,Low/ High,RES
253329,22 C. Espinoza,32,Ecuador,63,"Club Social y Deportivo Macará",240K,Right,1,2,1,Medium/ Medium,GK
256775,B. Souare,23,Switzerland,56,Servette FC,300K,Left,1,2,2,Low/ Medium,SUB
261201,F. Kleemann,23,United States,57,Austin FC,240K,Right,1,2,2,Medium/ Medium,RES
260435,S. Issah,22,Ghana,55,AFC Hermannstadt,275K,Right,1,2,2,Medium/ Medium,SUB
270723,B. Schieber,18,Germany,52,SV Sandhausen,170K,Right,1,3,2,Medium/ Medium,RES
263519,22 T. Ishii,17,Japan,54,Shonan Bellmare,230K,Left,1,3,2,Medium/ Medium,RES
225116,A. Meret,25,Italy,78,Napoli,14.5M,Left,2,3,1,Medium/ Medium,GK
207557,R. Olsen,32,Sweden,75,Aston Villa,2.8M,Right,1,2,1,Medium/ Medium,SUB
256549,21 J. Eftevaag,18,Norway,51,IK Start,140K,Right,1,2,2,Low/ Medium,RES
261053,22 Lee Dong Hee,21,Korea Republic,53,Ulsan Hyundai FC,200K,Right,1,3,2,Medium/ Medium,RES
206652,Sergio Rico,28,Spain,76,Paris Saint-Germain,6.5M,Right,2,3,1,Medium/ Medium,RES
268429,D. Kubatta,18,Germany,54,Viktoria Köln,230K,Right,1,3,2,Medium/ Medium,RES
253101,21 W. Błyszko,20,Poland,55,PGE FKS Stal Mielec,250K,Right,1,2,2,Medium/ High,RES
263305,22 D. Bodie,18,England,51,Peterborough United,140K,Right,1,2,2,Low/ High,RES
256147,20 V. Sadler,17,Germany,52,SG Sonnenhof Großaspach,90K,Right,1,3,2,Medium/ Medium,RES
197928,J. Bond,29,England,68,LA Galaxy,1M,Right,1,2,1,Medium/ Medium,GK
254880,21 O. Dillon,21,Australia,55,Western United FC,240K,Right,1,1,2,Medium/ High,SUB
263181,22 T. Telcean,19,Romania,57,Campionii FC Arges,375K,Right,1,2,2,Medium/ High,RES
265601,22 J. Kudsk,18,Denmark,52,Randers FC,190K,Right,1,3,2,Medium/ Medium,RES
203423,L. Thomas,30,Australia,69,Western Sydney Wanderers,925K,Right,1,2,1,Medium/ Medium,GK
253200,21 Hwang Jun Ho,22,Korea Republic,51,Busan IPark,120K,Right,1,3,2,Medium/ High,SUB
224251,R. Zentner,27,Germany,76,1. FSV Mainz 05,7M,Right,1,3,1,Medium/ Medium,GK
264056,Liu Junxian,21,China PR,48,Wuhan FC,110K,Right,1,3,2,Medium/ Medium,SUB
260585,M. Al Rubaie,26,Saudi Arabia,55,Al Batin,150K,Right,1,3,2,Medium/ Medium,SUB
146748,Diego López,40,Spain,79,Rayo Vallecano,1.9M,Right,3,3,1,Medium/ Medium,GK
262210,A. Leone,18,Mexico,54,Los Angeles FC,325K,Right,1,2,2,Medium/ Medium,RES
216939,A. Blake,31,Jamaica,77,Philadelphia Union,5.5M,Right,2,2,1,Medium/ Medium,GK
253198,21 Park Ho Young,21,Korea Republic,51,Busan IPark,120K,Right,1,3,2,Low/ High,SUB
200316,T. Horn,29,Germany,75,1. FC Köln,4.7M,Left,2,1,1,Medium/ Medium,SUB
264702,22 K. Takai,16,Japan,54,Kawasaki Frontale,250K,Right,1,3,2,Low/ Medium,RES
258803,S. Fernandes,22,India,48,Hyderabad FC,110K,Left,1,3,2,Medium/ Medium,RES
267760,22 R. Sawyers,16,England,50,Walsall,100K,Right,1,2,2,Medium/ Medium,SUB
186555,16 Weverton,27,Brazil,77,Club Athletico Paranaense,5.5M,Right,1,3,1,Medium/ Medium,GK
264429,T. Mokwena,22,South Africa,53,Kaizer Chiefs,200K,Right,1,3,2,Medium/ Medium,RES
215363,L. Montipò,26,Italy,76,Hellas Verona,8M,Right,1,3,1,Medium/ Medium,GK
266819,22 S. Owusu,20,Ghana,53,New York City FC,170K,Right,1,2,2,Low/ Medium,SUB
268084,22 Kim Ju Hyeong,21,Korea Republic,51,Gangwon FC,80K,Right,1,3,2,Medium/ High,RES
225868,David Gil,28,Spain,68,"Cádiz CF",1M,Left,1,2,1,Medium/ Medium,SUB
264028,22 I. Kaba,16,England,50,Portsmouth,140K,Right,1,3,2,Medium/ Medium,RES
255822,20 T. Tabira,18,Japan,52,Cerezo Osaka,100K,Right,1,3,2,Medium/ Medium,RES
261981,22 Zhang Xiang,20,China PR,51,Chongqing Liangjiang Athletic,130K,Right,1,3,2,Medium/ Medium,RES
262852,22 R. Colvin,18,Austria,51,Bolton Wanderers,130K,Right,1,3,2,Medium/ Medium,RES
257689,22 Wang Huapeng,21,China PR,48,Chongqing Liangjiang Athletic,70K,Right,1,2,2,Low/ Medium,LWB
165455,14 D. Quigley,27,Republic of Ireland,55,Bray Wanderers,30K,Right,1,2,1,Medium/ Medium,GK
264021,22 Zheng Junwei,17,China PR,48,Henan Songshan Longmen FC,130K,Right,1,3,2,Medium/ Medium,RES
264622,A. Pond,18,England,51,Exeter City,130K,Right,1,3,2,Medium/ Medium,SUB
253837,22 J. Calderón,23,Peru,60,Club Universitario de Deportes,325K,Right,1,2,1,Medium/ Medium,SUB
269483,Gou Junchen,32,China PR,51,Chengdu Rongcheng F.C.,40K,Right,1,3,2,Medium/ Medium,SUB
271082,E. Haddock,17,Republic of Ireland,50,Drogheda United,90K,Right,1,2,2,Medium/ Medium,RES
176550,D. Ospina,33,Colombia,80,Al Nassr,7M,Right,2,3,1,Medium/ Medium,GK
256458,22 K. Swaleh,18,Norway,50,FK Bodø/Glimt,130K,Right,1,3,2,Medium/ Medium,RES
260635,J. Neal,18,United States,50,LA Galaxy,120K,Right,1,2,2,Low/ High,SUB
205878,S. Kapino,28,Greece,72,DSC Arminia Bielefeld,2M,Right,1,2,1,Medium/ Medium,GK
258743,21 A. Liu,20,United States,51,Vejle Boldklub,120K,Right,1,3,2,Medium/ Medium,RES
225282,J. Devecchi,26,Argentina,74,Club Atlético Aldosivi,4.2M,Right,1,2,1,Medium/ Medium,GK
212151,T. Strakosha,27,Albania,78,Brentford,14M,Right,1,2,1,Medium/ Medium,SUB
263263,22 A. Traoré,20,Saudi Arabia,53,Al Fayha,190K,Right,1,3,2,Medium/ Medium,RES
257331,22 M. Thomas-Sadler,18,Wales,52,Nottingham Forest,170K,Right,1,2,2,Low/ High,RES
268931,22 Adil Abdulla,16,China PR,48,Changchun Yatai FC,120K,Right,1,3,2,Medium/ Medium,RES
155871,B. Białkowski,34,Poland,71,Millwall,325K,Right,1,3,1,Medium/ Medium,GK
260152,22 N. Kherbouche,19,England,53,Huddersfield Town,210K,Right,1,3,2,Medium/ Medium,RES
262006,22 S. Dreyer,17,England,52,Stevenage,140K,Right,1,2,2,Medium/ Medium,RES
167666,19 J. Carrizo,34,Argentina,72,CF Monterrey ,1.3M,Right,2,3,1,Medium/ Medium,SUB
234779,Caro,28,Spain,70,Burgos CF,1.4M,Right,1,3,1,Medium/ Medium,SUB
222951,"M. Rodák",25,Slovakia,75,Fulham,6.5M,Right,1,3,1,Medium/ Medium,GK
255007,21 V. Krüger,20,Sweden,50,Kalmar FF,110K,Right,1,2,2,Medium/ Medium,RES
259234,H. Cann,18,England,54,Lincoln City,230K,Right,1,3,2,Medium/ Medium,RES
214373,22 A. Silva,37,Paraguay,76,Puebla FC,825K,Right,1,3,1,Medium/ Medium,GK
268932,22 Fan Chao,17,China PR,48,Changchun Yatai FC,110K,Right,1,3,2,Medium/ Medium,RES
6537,10 M. Ricketts,30,England,61,,0,Right,3,3,1,N/A/ N/A,nan
262131,22 M. Quinlan,18,Republic of Ireland,48,Waterford FC,100K,Right,1,2,2,Medium/ Medium,RES
257056,22 E. Alkan,27,Turkey,59,Finn Harps,240K,Right,1,2,2,Low/ Medium,SUB
256772,22 T. Dickens,19,England,52,Cambridge United,180K,Right,1,3,2,Medium/ Medium,RES
256382,22 N. Bertilsson,19,Sweden,53,Varbergs BoIS FC,190K,Left,1,3,2,Medium/ Medium,RES
135043,A. Lindegaard,38,Denmark,64,Helsingborgs IF,60K,Right,2,2,1,Medium/ Medium,SUB
261977,22 He Siwei,20,China PR,48,Chongqing Liangjiang Athletic,100K,Right,1,3,2,Medium/ Medium,SUB
163489,A. Consigli,35,Italy,80,U.S. Sassuolo Calcio,2.3M,Right,2,3,1,Medium/ Medium,GK
267736,L. Healy,22,Republic of Ireland,54,UCD AFC,140K,Right,1,2,1,Medium/ Medium,GK
271109,A. Longmire,22,United States,52,Nashville SC,170K,Right,1,2,2,Low/ Medium,RES
266478,22 Lee Gyu Baeg,17,Korea Republic,49,Pohang Steelers,120K,Right,1,3,2,Low/ High,RES
252810,20 Lim Dug Keun,19,Korea Republic,51,Jeju United FC,60K,Right,1,3,2,Medium/ Medium,RES
261886,Bai Yang,24,China PR,52,Beijing Guoan FC,100K,Left,1,3,2,Medium/ Medium,SUB
266315,22 Bae Jae Ik,20,Korea Republic,47,Jeonbuk Hyundai Motors,90K,Right,1,3,2,Medium/ Medium,RES
256505,21 B. Copping,18,England,51,Peterborough United,140K,Right,1,2,2,Low/ High,SUB
231056,S. Marinović,30,New Zealand,69,,0,Right,1,2,1,Medium/ Medium,SUB
267986,D. Duffy,19,Republic of Ireland,48,Finn Harps,110K,Left,1,2,2,Medium/ Low,SUB
190941,"L. Hrádecký",32,Finland,83,Bayer 04 Leverkusen,18M,Right,3,3,1,Medium/ Medium,GK
253393,20 T. Perkins,19,England,52,Watford,80K,Right,1,2,2,Medium/ Medium,RES
200059,C. Coosemans,29,Belgium,67,RSC Anderlecht,775K,Right,1,4,1,Medium/ Medium,SUB
266677,"22 Mário Évora",22,Cape Verde Islands,62,Vitória de Guimarães,775K,Right,1,3,1,Medium/ Medium,RES
261111,21 P. Waliś,16,Poland,51,Lech Poznań,150K,Left,1,2,2,Medium/ High,RES
269498,J. Egan,19,Republic of Ireland,52,Bristol Rovers,180K,Right,1,3,2,Medium/ Medium,SUB
246158,M. Hermansen,21,Denmark,71,Brøndby IF,3.6M,Right,1,2,1,Medium/ Medium,GK
200696,H. Verhulst,29,Netherlands,68,AZ Alkmaar,1M,Left,1,3,1,Medium/ Medium,GK
260250,Z. Al Jari,20,Saudi Arabia,51,Al Fateh,130K,Right,1,3,2,Medium/ Medium,RES
226285,R. Gudiño,26,Mexico,74,Atlanta United,4.2M,Right,1,1,1,Medium/ Medium,SUB
266791,22 Kim Dong Hyun,18,Korea Republic,48,Daegu FC,110K,Right,1,2,3,High/ Medium,RES
269253,J. Marquez,18,Venezuela,52,Estudiantes de Mérida,210K,Right,1,2,2,Medium/ Medium,SUB
